COMPETITION_WYID,MATCH_WYID,TEAM_WYID,SHOTS,FOULS,CORNERS,REDCARDS,YELLOWCARDS,OFFSIDES,DRIBBLES,GOALS,XGPERSHOT,AVGDISTANCE,XG,PROGRESSIVERUNS,TOUCHESINBOX,FOULSSUFFERED,SHOTSONTARGET,SHOTSBLOCKED,SHOTSOUTSIDEBOX,SHOTSOUTSIDEBOXONTARGET,SHOTSONPOST,SHOTSWIDE,SHOTSFROMBOX,SHOTSFROMBOXONTARGET,FREEKICKS,SHOTSFROMDANGERZONE,TOTALTHROWINS,LEFTTHROWINS,RIGHTTHROWINS,MATCH_WYID,MATCHLABEL,DATE,DATEUTC,MATCHSTATUS,COMPETITION_WYID,SEASON_WYID,ROUND_WYID,GAMEWEEK
335,2082438,7499,21,6,12,0,1,0,16,1,0.063,21.4,1.314,7,11,7,3,10,15,2,0,7,6,1,6,6,25,13,12,2082438,"SønderjyskE - Midtjylland, 1 - 0",2016-11-20 17:00:00.000,2016-11-20 16:00:00.000,Played,335,11061,4170895,17
335,2082438,7455,4,10,6,1,3,3,14,0,0.061,16.1,0.2422,2,7,6,0,3,1,0,0,1,3,0,1,3,18,7,11,2082438,"SønderjyskE - Midtjylland, 1 - 0",2016-11-20 17:00:00.000,2016-11-20 16:00:00.000,Played,335,11061,4170895,17
335,2082439,7461,11,11,1,0,1,1,38,3,0.069,24,0.7548,8,5,9,6,3,6,3,0,2,5,3,2,1,20,11,9,2082439,"Silkeborg - Esbjerg, 3 - 0",2016-11-21 18:00:00.000,2016-11-21 17:00:00.000,Played,335,11061,4170895,17
335,2082439,7451,9,9,10,0,1,3,42,0,0.06,20.5,0.5391,6,18,11,1,4,5,1,0,4,4,0,6,2,30,9,21,2082439,"Silkeborg - Esbjerg, 3 - 0",2016-11-21 18:00:00.000,2016-11-21 17:00:00.000,Played,335,11061,4170895,17
335,2082446,7462,16,12,5,0,1,2,22,1,0.105,15.9,1.677,2,16,12,6,3,7,1,0,7,9,5,3,7,22,12,10,2082446,"AaB - Randers, 2 - 1",2016-11-25 17:00:00.000,2016-11-25 16:00:00.000,Played,335,11061,4170895,18
335,2082446,7454,13,12,4,0,0,2,28,2,0.125,16.4,1.626,5,14,12,5,2,5,1,2,4,8,4,3,7,22,12,10,2082446,"AaB - Randers, 2 - 1",2016-11-25 17:00:00.000,2016-11-25 16:00:00.000,Played,335,11061,4170895,18
335,2082442,7457,15,11,0,0,0,3,20,5,0.114,23.2,1.714,4,7,9,7,3,9,2,1,4,6,5,6,4,17,10,7,2082442,"Horsens - AGF, 1 - 5",2016-11-25 19:15:00.000,2016-11-25 18:15:00.000,Played,335,11061,4170895,18
335,2082442,7465,10,9,7,0,1,3,19,1,0.066,19.6,0.6613,1,10,11,2,5,6,0,0,3,4,2,10,2,38,14,24,2082442,"Horsens - AGF, 1 - 5",2016-11-25 19:15:00.000,2016-11-25 18:15:00.000,Played,335,11061,4170895,18
335,2082447,7499,9,10,2,0,3,0,39,2,0.066,28.1,0.5922,2,5,11,6,2,7,6,0,1,2,0,5,1,24,11,13,2082447,"Viborg - SønderjyskE, 2 - 2",2016-11-26 15:00:00.000,2016-11-26 14:00:00.000,Played,335,11061,4170895,18
335,2082447,7456,14,13,1,0,1,2,33,2,0.169,18.7,2.37,4,14,9,7,1,5,3,2,4,9,4,6,8,32,12,20,2082447,"Viborg - SønderjyskE, 2 - 2",2016-11-26 15:00:00.000,2016-11-26 14:00:00.000,Played,335,11061,4170895,18
335,2082445,7452,15,12,4,0,3,3,33,1,0.153,17.2,2.302,8,15,18,4,4,4,0,1,6,11,4,1,8,23,14,9,2082445,"Lyngby - København, 0 - 1",2016-11-26 17:00:00.000,2016-11-26 16:00:00.000,Played,335,11061,4170895,18
335,2082445,7484,14,18,3,0,2,1,18,0,0.088,21.1,1.232,3,7,10,5,4,9,3,0,5,5,2,4,3,22,12,10,2082445,"Lyngby - København, 0 - 1",2016-11-26 17:00:00.000,2016-11-26 16:00:00.000,Played,335,11061,4170895,18
335,2082441,7458,11,14,8,0,3,1,34,2,0.146,18.8,1.61,7,19,8,7,1,4,3,0,3,7,4,2,3,20,12,8,2082441,"Esbjerg - Nordsjælland, 2 - 2",2016-11-27 15:00:00.000,2016-11-27 14:00:00.000,Played,335,11061,4170895,18
335,2082441,7451,12,8,5,0,0,0,41,2,0.168,16,2.021,5,17,12,6,3,4,1,1,2,8,5,4,7,20,6,14,2082441,"Esbjerg - Nordsjælland, 2 - 2",2016-11-27 15:00:00.000,2016-11-27 14:00:00.000,Played,335,11061,4170895,18
335,2082443,7453,12,14,6,0,2,3,17,3,0.104,18.2,1.249,7,15,12,6,1,4,3,0,5,8,3,2,4,34,14,20,2082443,"Brøndby - Silkeborg, 3 - 1",2016-11-27 17:00:00.000,2016-11-27 16:00:00.000,Played,335,11061,4170895,18
335,2082443,7461,11,14,4,0,0,3,27,1,0.065,23,0.7129,6,8,12,1,4,8,0,0,6,3,1,3,2,23,10,13,2082443,"Brøndby - Silkeborg, 3 - 1",2016-11-27 17:00:00.000,2016-11-27 16:00:00.000,Played,335,11061,4170895,18
335,2082444,7455,9,17,2,0,1,2,28,1,0.219,15.1,1.97,6,13,10,5,1,3,2,1,2,6,3,3,6,15,6,9,2082444,"Midtjylland - OB, 1 - 0",2016-11-28 18:00:00.000,2016-11-28 17:00:00.000,Played,335,11061,4170895,18
335,2082444,7460,14,11,2,0,1,1,41,0,0.082,21.8,1.141,9,8,15,2,3,10,2,1,8,4,0,5,2,20,6,14,2082444,"Midtjylland - OB, 1 - 0",2016-11-28 18:00:00.000,2016-11-28 17:00:00.000,Played,335,11061,4170895,18
335,2082453,7499,13,15,8,0,3,1,27,1,0.135,16.6,1.751,3,13,12,4,4,5,1,0,5,8,3,9,5,30,15,15,2082453,"SønderjyskE - AaB, 1 - 1",2016-11-29 17:00:00.000,2016-11-29 16:00:00.000,Played,335,11061,4170895,19
335,2082453,7454,6,13,2,0,5,1,14,1,0.21,15.6,1.26,2,7,13,4,1,2,1,0,1,4,3,1,2,29,13,16,2082453,"SønderjyskE - AaB, 1 - 1",2016-11-29 17:00:00.000,2016-11-29 16:00:00.000,Played,335,11061,4170895,19
335,2082450,7457,16,15,9,0,3,3,20,0,0.15,16.1,2.404,4,29,11,6,1,5,2,6,3,11,4,4,10,30,14,16,2082450,"AGF - Lyngby, 0 - 1",2016-11-29 17:00:00.000,2016-11-29 16:00:00.000,Played,335,11061,4170895,19
335,2082450,7484,7,11,0,1,3,1,30,1,0.071,24.9,0.4951,2,4,15,5,0,6,4,1,1,1,1,3,0,26,12,14,2082450,"AGF - Lyngby, 0 - 1",2016-11-29 17:00:00.000,2016-11-29 16:00:00.000,Played,335,11061,4170895,19
335,2082449,7456,10,17,5,0,0,4,17,0,0.122,17.7,1.223,2,11,7,2,2,4,2,1,5,6,0,1,4,16,5,11,2082449,"København - Viborg, 4 - 0",2016-11-29 19:00:00.000,2016-11-29 18:00:00.000,Played,335,11061,4170895,19
335,2082449,7452,10,8,5,0,0,0,33,4,0.126,16.7,1.26,5,15,16,6,2,3,3,1,1,7,3,4,5,26,17,9,2082449,"København - Viborg, 4 - 0",2016-11-29 19:00:00.000,2016-11-29 18:00:00.000,Played,335,11061,4170895,19
335,2082451,7465,12,13,4,0,1,1,9,1,0.059,21.2,0.7056,2,13,8,2,3,6,0,1,6,6,2,1,5,20,7,13,2082451,"Nordsjælland - Horsens, 2 - 1",2016-11-30 17:00:00.000,2016-11-30 16:00:00.000,Played,335,11061,4170895,19
335,2082451,7458,11,9,6,0,2,2,7,2,0.128,22.3,1.41,1,14,13,4,1,7,2,0,6,4,2,2,2,23,16,7,2082451,"Nordsjælland - Horsens, 2 - 1",2016-11-30 17:00:00.000,2016-11-30 16:00:00.000,Played,335,11061,4170895,19
335,2082454,7462,12,13,7,0,0,4,24,0,0.079,19.1,0.9428,4,15,13,4,3,5,1,0,5,7,3,2,4,35,18,17,2082454,"Randers - Brøndby, 0 - 1",2016-11-30 19:00:00.000,2016-11-30 18:00:00.000,Played,335,11061,4170895,19
335,2082454,7453,12,14,2,0,0,6,24,1,0.137,17.9,1.645,1,16,13,6,4,6,3,0,3,6,3,4,5,28,12,16,2082454,"Randers - Brøndby, 0 - 1",2016-11-30 19:00:00.000,2016-11-30 18:00:00.000,Played,335,11061,4170895,19
335,2082448,7455,18,10,5,0,2,1,35,1,0.135,20.5,2.438,7,23,8,4,5,9,2,0,9,9,2,3,7,30,16,14,2082448,"Silkeborg - Midtjylland, 2 - 1",2016-12-01 17:00:00.000,2016-12-01 16:00:00.000,Played,335,11061,4170895,19
335,2082448,7461,11,8,1,0,2,3,27,2,0.132,17.4,1.455,6,10,10,2,1,5,0,0,8,6,2,0,4,21,10,11,2082448,"Silkeborg - Midtjylland, 2 - 1",2016-12-01 17:00:00.000,2016-12-01 16:00:00.000,Played,335,11061,4170895,19
335,2082452,7460,22,10,6,0,3,3,56,0,0.121,18.7,2.662,11,21,11,9,5,11,4,1,7,11,5,4,9,30,10,20,2082452,"OB - Esbjerg, 0 - 1",2016-12-01 19:00:00.000,2016-12-01 18:00:00.000,Played,335,11061,4170895,19
335,2082452,7451,6,11,2,0,1,2,29,1,0.203,15.5,1.218,3,5,10,4,0,1,1,0,2,5,3,1,4,13,6,7,2082452,"OB - Esbjerg, 0 - 1",2016-12-01 19:00:00.000,2016-12-01 18:00:00.000,Played,335,11061,4170895,19
335,2082458,7465,13,8,4,0,1,3,31,1,0.044,27,0.5686,3,10,13,3,2,12,3,0,8,1,0,5,1,24,14,10,2082458,"Horsens - Viborg, 1 - 2",2016-12-03 15:00:00.000,2016-12-03 14:00:00.000,Played,335,11061,4170895,20
335,2082458,7456,15,14,3,0,0,2,28,2,0.068,21.7,1.022,5,16,7,5,5,7,2,0,5,8,3,5,5,19,10,9,2082458,"Horsens - Viborg, 1 - 2",2016-12-03 15:00:00.000,2016-12-03 14:00:00.000,Played,335,11061,4170895,20
335,2082459,7452,15,8,2,0,0,3,28,1,0.085,19.9,1.272,4,17,22,5,2,7,2,1,7,8,3,5,7,30,16,14,2082459,"København - Randers, 1 - 0",2016-12-03 17:30:00.000,2016-12-03 16:30:00.000,Played,335,11061,4170895,20
335,2082459,7462,10,22,1,0,1,3,16,0,0.081,21.5,0.8134,9,8,7,3,3,6,2,0,4,4,1,1,1,15,6,9,2082459,"København - Randers, 1 - 0",2016-12-03 17:30:00.000,2016-12-03 16:30:00.000,Played,335,11061,4170895,20
335,2082455,7458,6,13,5,0,1,0,30,0,0.017,22.7,0.1036,7,11,12,1,2,5,1,0,3,1,0,5,0,18,9,9,2082455,"Nordsjælland - OB, 0 - 1",2016-12-04 13:00:00.000,2016-12-04 12:00:00.000,Played,335,11061,4170895,20
335,2082455,7460,9,14,3,0,3,1,23,1,0.21,15.1,1.891,6,11,13,5,1,2,2,1,2,7,3,0,4,20,8,12,2082455,"Nordsjælland - OB, 0 - 1",2016-12-04 13:00:00.000,2016-12-04 12:00:00.000,Played,335,11061,4170895,20
335,2082461,7453,27,16,11,0,2,3,14,1,0.047,25.4,1.277,2,22,16,4,13,18,2,1,9,9,2,6,4,25,6,19,2082461,"Esbjerg - Brøndby, 1 - 1",2016-12-04 15:00:00.000,2016-12-04 14:00:00.000,Played,335,11061,4170895,20
335,2082461,7451,10,17,5,0,1,5,34,1,0.07,18.8,0.7003,5,12,15,3,5,3,1,0,2,7,2,5,4,15,7,8,2082461,"Esbjerg - Brøndby, 1 - 1",2016-12-04 15:00:00.000,2016-12-04 14:00:00.000,Played,335,11061,4170895,20
335,2082456,7455,13,11,6,0,0,2,10,0,0.128,18.1,1.662,3,22,13,6,2,6,2,0,5,7,4,3,5,34,19,15,2082456,"Midtjylland - AGF, 0 - 1",2016-12-04 17:00:00.000,2016-12-04 16:00:00.000,Played,335,11061,4170895,20
335,2082456,7457,7,13,4,0,1,0,4,1,0.143,20.9,1.004,0,8,9,3,2,5,2,0,2,2,1,0,2,17,10,7,2082456,"Midtjylland - AGF, 0 - 1",2016-12-04 17:00:00.000,2016-12-04 16:00:00.000,Played,335,11061,4170895,20
335,2082457,7461,8,11,7,0,0,1,30,1,0.042,20.9,0.3327,5,10,11,1,2,4,0,0,5,4,1,1,2,23,12,11,2082457,"Silkeborg - SønderjyskE, 1 - 1",2016-12-05 17:00:00.000,2016-12-05 16:00:00.000,Played,335,11061,4170895,20
335,2082457,7499,6,11,2,0,1,0,23,1,0.093,21,0.5561,5,12,10,2,2,4,1,0,2,2,1,4,2,25,13,12,2082457,"Silkeborg - SønderjyskE, 1 - 1",2016-12-05 17:00:00.000,2016-12-05 16:00:00.000,Played,335,11061,4170895,20
335,2082460,7484,17,10,2,0,1,0,19,0,0.098,19.9,1.661,2,11,8,3,2,11,2,1,11,6,1,4,6,24,12,12,2082460,"AaB - Lyngby, 1 - 0",2016-12-05 19:00:00.000,2016-12-05 18:00:00.000,Played,335,11061,4170895,20
335,2082460,7454,9,10,5,0,2,1,30,1,0.162,17,1.456,14,16,10,4,2,5,2,0,3,4,2,2,4,26,7,19,2082460,"AaB - Lyngby, 1 - 0",2016-12-05 19:00:00.000,2016-12-05 18:00:00.000,Played,335,11061,4170895,20
335,2082465,7454,12,9,2,0,1,1,28,0,0.108,17.9,1.294,8,13,15,2,2,4,1,0,8,8,1,1,6,27,15,12,2082465,"Horsens - AaB, 3 - 0",2016-12-09 17:00:00.000,2016-12-09 16:00:00.000,Played,335,11061,4170895,21
335,2082465,7465,15,16,2,0,2,1,28,3,0.124,16.2,1.863,4,23,6,4,3,5,1,1,7,10,3,1,10,26,4,22,2082465,"Horsens - AaB, 3 - 0",2016-12-09 17:00:00.000,2016-12-09 16:00:00.000,Played,335,11061,4170895,21
335,2082466,7458,9,16,3,0,3,2,14,0,0.056,23.4,0.505,6,10,11,2,2,4,1,0,5,5,1,2,1,28,17,11,2082466,"SønderjyskE - Nordsjælland, 0 - 0",2016-12-09 19:15:00.000,2016-12-09 18:15:00.000,Played,335,11061,4170895,21
335,2082466,7499,11,11,1,0,1,1,27,0,0.079,22.3,0.8645,3,16,15,4,2,5,2,0,5,6,2,7,2,36,15,21,2082466,"SønderjyskE - Nordsjælland, 0 - 0",2016-12-09 19:15:00.000,2016-12-09 18:15:00.000,Played,335,11061,4170895,21
335,2082462,7461,9,11,6,0,1,0,37,1,0.034,25,0.3025,3,5,9,4,3,7,3,0,2,2,1,2,1,21,11,10,2082462,"Lyngby - Silkeborg, 1 - 1",2016-12-10 15:00:00.000,2016-12-10 14:00:00.000,Played,335,11061,4170895,21
335,2082462,7484,18,11,6,0,1,2,32,1,0.095,19.1,1.716,6,26,11,8,4,8,3,0,6,10,5,1,4,25,11,14,2082462,"Lyngby - Silkeborg, 1 - 1",2016-12-10 15:00:00.000,2016-12-10 14:00:00.000,Played,335,11061,4170895,21
335,2082463,7451,7,12,1,0,1,4,18,2,0.14,16.2,0.9814,2,9,14,4,1,2,1,0,2,5,3,2,3,27,6,21,2082463,"Randers - Esbjerg, 0 - 2",2016-12-11 12:00:00.000,2016-12-11 11:00:00.000,Played,335,11061,4170895,21
335,2082463,7462,12,16,11,0,2,2,39,0,0.049,23.4,0.5862,16,18,11,1,4,9,0,1,6,3,1,5,3,19,14,5,2082463,"Randers - Esbjerg, 0 - 2",2016-12-11 12:00:00.000,2016-12-11 11:00:00.000,Played,335,11061,4170895,21
335,2082467,7452,8,14,7,1,2,0,21,1,0.126,15.4,1.005,5,15,21,3,4,2,0,0,1,6,3,2,6,37,23,14,2082467,"AGF - København, 0 - 1",2016-12-11 15:00:00.000,2016-12-11 14:00:00.000,Played,335,11061,4170895,21
335,2082467,7457,12,21,4,0,0,2,19,0,0.106,21.3,1.267,6,13,14,2,5,6,0,0,5,6,2,5,2,29,16,13,2082467,"AGF - København, 0 - 1",2016-12-11 15:00:00.000,2016-12-11 14:00:00.000,Played,335,11061,4170895,21
335,2082464,7453,23,12,12,0,0,1,31,2,0.123,18,2.827,4,30,14,9,6,12,3,0,8,11,6,1,8,32,9,23,2082464,"Brøndby - Midtjylland, 2 - 1",2016-12-11 17:00:00.000,2016-12-11 16:00:00.000,Played,335,11061,4170895,21
335,2082464,7455,11,14,2,0,1,1,25,1,0.117,16.5,1.288,5,16,11,4,2,3,0,0,5,8,4,3,6,29,11,18,2082464,"Brøndby - Midtjylland, 2 - 1",2016-12-11 17:00:00.000,2016-12-11 16:00:00.000,Played,335,11061,4170895,21
335,2082468,7456,9,12,6,0,1,1,27,1,0.133,17.7,1.193,10,16,9,3,2,3,1,0,4,6,2,3,3,14,7,7,2082468,"Viborg - OB, 1 - 1",2016-12-12 18:00:00.000,2016-12-12 17:00:00.000,Played,335,11061,4170895,21
335,2082468,7460,13,9,5,0,0,2,23,1,0.166,15,2.162,8,17,12,5,3,3,2,0,5,10,3,2,9,16,9,7,2082468,"Viborg - OB, 1 - 1",2016-12-12 18:00:00.000,2016-12-12 17:00:00.000,Played,335,11061,4170895,21
335,2082474,7458,16,13,11,0,4,1,31,0,0.066,22.8,1.054,5,23,20,3,6,10,1,1,6,6,2,4,1,19,7,12,2082474,"Nordsjælland - Lyngby, 0 - 1",2017-02-17 17:00:00.000,2017-02-17 16:00:00.000,Played,335,11061,4170895,22
335,2082474,7484,8,20,1,0,4,1,19,1,0.163,16.7,1.304,5,10,13,5,1,2,0,1,1,6,5,3,2,20,9,11,2082474,"Nordsjælland - Lyngby, 0 - 1",2017-02-17 17:00:00.000,2017-02-17 16:00:00.000,Played,335,11061,4170895,22
335,2082473,7451,12,15,3,0,3,2,27,3,0.138,15.1,1.652,5,20,11,5,2,2,1,0,5,10,4,5,6,31,13,18,2082473,"Esbjerg - SønderjyskE, 3 - 0",2017-02-17 19:15:00.000,2017-02-17 18:15:00.000,Played,335,11061,4170895,22
335,2082473,7499,20,11,4,0,2,2,27,0,0.122,19.9,2.432,5,22,13,10,5,10,3,0,5,10,7,3,8,33,15,18,2082473,"Esbjerg - SønderjyskE, 3 - 0",2017-02-17 19:15:00.000,2017-02-17 18:15:00.000,Played,335,11061,4170895,22
335,2082469,7465,9,16,6,0,1,1,18,0,0.153,17.6,1.381,5,19,11,0,1,5,0,2,6,4,0,3,4,25,5,20,2082469,"Silkeborg - Horsens, 1 - 0",2017-02-18 15:00:00.000,2017-02-18 14:00:00.000,Played,335,11061,4170895,22
335,2082469,7461,16,11,7,0,1,0,25,1,0.17,19.7,2.715,9,17,16,6,3,11,2,0,6,5,4,4,4,18,13,5,2082469,"Silkeborg - Horsens, 1 - 0",2017-02-18 15:00:00.000,2017-02-18 14:00:00.000,Played,335,11061,4170895,22
335,2082471,7452,8,15,5,0,4,3,26,0,0.1,20.2,0.8024,8,13,18,3,1,5,2,0,4,3,1,2,2,27,8,19,2082471,"København - Brøndby, 0 - 0",2017-02-19 12:30:00.000,2017-02-19 11:30:00.000,Played,335,11061,4170895,22
335,2082471,7453,8,18,9,0,4,6,14,0,0.053,19.6,0.4234,4,12,14,2,1,4,1,0,5,4,1,1,3,25,9,16,2082471,"København - Brøndby, 0 - 0",2017-02-19 12:30:00.000,2017-02-19 11:30:00.000,Played,335,11061,4170895,22
335,2082470,7457,12,28,4,0,5,0,28,1,0.078,21.6,0.9406,10,13,10,5,2,4,2,1,4,8,3,6,5,22,9,13,2082470,"AGF - AaB, 1 - 2",2017-02-19 15:00:00.000,2017-02-19 14:00:00.000,Played,335,11061,4170895,22
335,2082470,7454,8,11,7,0,4,2,25,2,0.185,12.5,1.477,2,15,27,3,2,1,0,1,2,7,3,5,6,35,20,15,2082470,"AGF - AaB, 1 - 2",2017-02-19 15:00:00.000,2017-02-19 14:00:00.000,Played,335,11061,4170895,22
335,2082475,7456,7,13,6,0,3,3,19,0,0.044,19.2,0.3099,4,8,11,0,1,3,0,2,4,4,0,5,2,17,5,12,2082475,"Midtjylland - Viborg, 0 - 0",2017-02-19 17:00:00.000,2017-02-19 16:00:00.000,Played,335,11061,4170895,22
335,2082475,7455,14,12,11,1,4,2,22,0,0.101,20.6,1.414,2,19,13,3,3,6,1,2,6,8,2,5,7,18,9,9,2082475,"Midtjylland - Viborg, 0 - 0",2017-02-19 17:00:00.000,2017-02-19 16:00:00.000,Played,335,11061,4170895,22
335,2082472,7462,12,9,3,0,1,3,24,0,0.056,22.2,0.6725,5,9,13,4,4,8,3,0,4,4,1,3,4,32,20,12,2082472,"OB - Randers, 3 - 0",2017-02-20 18:00:00.000,2017-02-20 17:00:00.000,Played,335,11061,4170895,22
335,2082472,7460,12,13,1,0,1,1,28,3,0.121,19.9,1.448,6,8,9,4,4,7,1,0,4,5,3,0,5,28,11,17,2082472,"OB - Randers, 3 - 0",2017-02-20 18:00:00.000,2017-02-20 17:00:00.000,Played,335,11061,4170895,22
335,2082480,7455,14,18,5,0,3,5,39,2,0.122,15.6,1.712,9,16,10,6,3,3,1,0,5,11,5,3,6,21,9,12,2082480,"Randers - Midtjylland, 0 - 2",2017-02-24 19:15:00.000,2017-02-24 18:15:00.000,Played,335,11061,4170895,23
335,2082480,7462,15,12,6,0,1,2,28,0,0.123,17,1.838,2,14,17,6,5,7,2,0,4,8,4,5,6,27,14,13,2082480,"Randers - Midtjylland, 0 - 2",2017-02-24 19:15:00.000,2017-02-24 18:15:00.000,Played,335,11061,4170895,23
335,2082482,7465,8,13,2,0,2,3,10,1,0.077,18.5,0.6156,4,9,12,4,1,4,1,0,3,4,3,6,3,20,12,8,2082482,"Horsens - OB, 1 - 1",2017-02-25 15:00:00.000,2017-02-25 14:00:00.000,Played,335,11061,4170895,23
335,2082482,7460,16,12,5,0,2,1,20,1,0.059,18.6,0.9454,4,20,10,5,5,8,3,0,6,8,2,3,5,30,15,15,2082482,"Horsens - OB, 1 - 1",2017-02-25 15:00:00.000,2017-02-25 14:00:00.000,Played,335,11061,4170895,23
335,2082476,7454,11,10,4,0,3,6,12,3,0.103,16.4,1.137,1,15,11,6,0,2,1,0,5,9,5,1,5,25,12,13,2082476,"AaB - Silkeborg, 3 - 0",2017-02-26 12:00:00.000,2017-02-26 11:00:00.000,Played,335,11061,4170895,23
335,2082476,7461,14,11,1,0,0,3,22,0,0.031,24.6,0.4296,5,13,8,2,6,10,1,0,6,4,1,3,1,19,8,11,2082476,"AaB - Silkeborg, 3 - 0",2017-02-26 12:00:00.000,2017-02-26 11:00:00.000,Played,335,11061,4170895,23
335,2082477,7452,17,14,8,0,3,2,21,1,0.14,17.7,2.376,1,17,14,5,4,7,3,0,8,10,2,1,6,21,10,11,2082477,"Nordsjælland - København, 1 - 1",2017-02-26 15:00:00.000,2017-02-26 14:00:00.000,Played,335,11061,4170895,23
335,2082477,7458,6,16,3,0,2,4,23,1,0.149,23.2,0.8951,5,9,14,2,0,5,1,0,4,1,1,2,1,10,4,6,2082477,"Nordsjælland - København, 1 - 1",2017-02-26 15:00:00.000,2017-02-26 14:00:00.000,Played,335,11061,4170895,23
335,2082479,7453,9,8,4,0,2,3,23,2,0.173,16.9,1.561,6,18,11,5,1,2,2,0,3,7,3,2,6,19,10,9,2082479,"SønderjyskE - Brøndby, 1 - 2",2017-02-26 17:00:00.000,2017-02-26 16:00:00.000,Played,335,11061,4170895,23
335,2082479,7499,25,11,8,0,3,1,32,1,0.13,16.7,3.248,8,30,8,13,4,10,5,3,5,15,8,1,12,45,21,24,2082479,"SønderjyskE - Brøndby, 1 - 2",2017-02-26 17:00:00.000,2017-02-26 16:00:00.000,Played,335,11061,4170895,23
335,2082478,7451,11,8,2,0,2,0,21,0,0.031,22.2,0.3429,5,8,7,2,3,6,0,0,6,5,2,4,1,21,9,12,2082478,"Lyngby - Esbjerg, 0 - 0",2017-02-27 16:00:00.000,2017-02-27 15:00:00.000,Played,335,11061,4170895,23
335,2082478,7484,12,7,10,0,1,4,31,0,0.036,19.4,0.4326,6,15,8,4,5,6,3,0,3,6,1,2,1,20,12,8,2082478,"Lyngby - Esbjerg, 0 - 0",2017-02-27 16:00:00.000,2017-02-27 15:00:00.000,Played,335,11061,4170895,23
335,2082481,7456,9,15,5,0,2,4,36,1,0.184,15.3,1.654,3,13,14,3,1,2,0,0,5,7,3,4,6,31,16,15,2082481,"Viborg - AGF, 1 - 1",2017-02-27 18:00:00.000,2017-02-27 17:00:00.000,Played,335,11061,4170895,23
335,2082481,7457,15,15,3,0,1,2,16,1,0.11,18.5,1.657,4,16,14,4,4,5,1,1,6,10,3,6,5,23,13,10,2082481,"Viborg - AGF, 1 - 1",2017-02-27 18:00:00.000,2017-02-27 17:00:00.000,Played,335,11061,4170895,23
335,2082488,7451,10,9,8,0,2,2,37,1,0.073,20,0.7259,10,11,17,4,5,5,0,0,1,5,4,6,4,35,24,11,2082488,"Esbjerg - Viborg, 1 - 3",2017-03-03 17:00:00.000,2017-03-03 16:00:00.000,Played,335,11061,4170895,24
335,2082488,7456,12,17,3,0,2,3,22,3,0.165,17.3,1.984,5,15,7,10,1,3,2,0,1,9,8,0,5,18,5,13,2082488,"Esbjerg - Viborg, 1 - 3",2017-03-03 17:00:00.000,2017-03-03 16:00:00.000,Played,335,11061,4170895,24
335,2082485,7455,18,14,9,0,2,1,28,1,0.072,19.7,1.289,6,18,10,3,8,11,1,0,7,7,2,5,5,26,18,8,2082485,"Midtjylland - Lyngby, 1 - 1",2017-03-03 19:15:00.000,2017-03-03 18:15:00.000,Played,335,11061,4170895,24
335,2082485,7484,13,10,4,0,4,1,20,1,0.08,20.6,1.035,0,10,12,4,3,10,1,0,6,3,3,1,2,20,8,12,2082485,"Midtjylland - Lyngby, 1 - 1",2017-03-03 19:15:00.000,2017-03-03 18:15:00.000,Played,335,11061,4170895,24
335,2082484,7457,11,13,2,0,2,1,27,1,0.086,16.8,0.9438,2,21,12,3,7,4,1,0,1,7,2,7,6,37,24,13,2082484,"AGF - SønderjyskE, 1 - 2",2017-03-04 15:00:00.000,2017-03-04 14:00:00.000,Played,335,11061,4170895,24
335,2082484,7499,10,12,4,0,2,3,22,2,0.11,17.6,1.098,3,15,13,5,2,4,1,0,3,6,4,3,6,32,15,17,2082484,"AGF - SønderjyskE, 1 - 2",2017-03-04 15:00:00.000,2017-03-04 14:00:00.000,Played,335,11061,4170895,24
335,2082486,7462,16,12,3,0,3,3,41,0,0.102,17.4,1.625,6,25,11,4,4,5,0,0,8,11,4,5,8,28,14,14,2082486,"Silkeborg - Randers, 2 - 0",2017-03-05 12:00:00.000,2017-03-05 11:00:00.000,Played,335,11061,4170895,24
335,2082486,7461,6,11,1,0,3,1,37,2,0.06,23.9,0.3598,13,5,12,4,2,4,2,0,0,2,2,1,1,25,14,11,2082486,"Silkeborg - Randers, 2 - 0",2017-03-05 12:00:00.000,2017-03-05 11:00:00.000,Played,335,11061,4170895,24
335,2082489,7465,2,18,3,0,2,3,10,0,0.083,18,0.1652,2,4,7,0,1,1,0,0,1,1,0,2,1,21,6,15,2082489,"København - Horsens, 5 - 0",2017-03-05 15:00:00.000,2017-03-05 14:00:00.000,Played,335,11061,4170895,24
335,2082489,7452,11,7,5,0,1,2,25,5,0.122,16,1.339,8,20,18,7,1,4,3,0,3,7,4,1,7,21,8,13,2082489,"København - Horsens, 5 - 0",2017-03-05 15:00:00.000,2017-03-05 14:00:00.000,Played,335,11061,4170895,24
