COMPETITION_WYID,MATCH_WYID,TEAM_WYID,SHOTS,FOULS,CORNERS,REDCARDS,YELLOWCARDS,OFFSIDES,DRIBBLES,GOALS,XGPERSHOT,AVGDISTANCE,XG,PROGRESSIVERUNS,TOUCHESINBOX,FOULSSUFFERED,SHOTSONTARGET,SHOTSBLOCKED,SHOTSOUTSIDEBOX,SHOTSOUTSIDEBOXONTARGET,SHOTSONPOST,SHOTSWIDE,SHOTSFROMBOX,SHOTSFROMBOXONTARGET,FREEKICKS,SHOTSFROMDANGERZONE,TOTALTHROWINS,LEFTTHROWINS,RIGHTTHROWINS,MATCH_WYID,MATCHLABEL,DATE,DATEUTC,MATCHSTATUS,COMPETITION_WYID,SEASON_WYID,ROUND_WYID,GAMEWEEK
335,2831637,7453,11,11,6,0,1,0,18,1,0.081,21.8,0.8939,10,18,9,2,5,7,2,0,4,4,0,1,2,15,8,7,2831637,"Esbjerg - Brøndby, 3 - 1",2019-09-22 16:00:00.000,2019-09-22 14:00:00.000,Played,335,185722,4419987,10
335,2831637,7451,9,9,5,0,1,1,23,3,0.171,14.9,1.538,6,20,9,5,2,1,0,0,2,8,5,4,4,22,13,9,2831637,"Esbjerg - Brøndby, 3 - 1",2019-09-22 16:00:00.000,2019-09-22 14:00:00.000,Played,335,185722,4419987,10
335,2831632,7452,7,12,6,0,2,0,29,0,0.162,16.5,1.132,10,18,17,1,1,2,0,0,5,5,1,5,4,27,7,20,2831632,"København - Midtjylland, 0 - 0",2019-09-22 18:00:00.000,2019-09-22 16:00:00.000,Played,335,185722,4419987,10
335,2831632,7455,15,19,8,1,4,4,32,0,0.066,19.2,0.9947,8,11,12,3,4,7,1,2,6,8,2,2,5,18,9,9,2831632,"København - Midtjylland, 0 - 0",2019-09-22 18:00:00.000,2019-09-22 16:00:00.000,Played,335,185722,4419987,10
335,2831633,7462,8,15,3,0,2,2,25,2,0.118,20.4,0.94,16,14,8,3,3,5,1,0,2,3,2,1,2,16,7,9,2831633,"Randers - Horsens, 2 - 1",2019-09-23 19:00:00.000,2019-09-23 17:00:00.000,Played,335,185722,4419987,10
335,2831633,7465,12,8,3,1,1,1,50,1,0.163,12.6,1.962,11,26,14,2,3,1,0,0,7,11,2,4,8,25,11,14,2831633,"Randers - Horsens, 2 - 1",2019-09-23 19:00:00.000,2019-09-23 17:00:00.000,Played,335,185722,4419987,10
335,2831661,7510,10,10,7,0,3,0,35,1,0.136,20.4,1.364,19,6,12,4,1,6,3,1,4,4,1,9,3,30,17,13,2831661,"Lyngby - Hobro, 2 - 1",2019-09-27 19:00:00.000,2019-09-27 17:00:00.000,Played,335,185722,4419987,11
335,2831661,7484,11,12,4,0,2,0,38,2,0.104,18.6,1.145,11,15,9,4,4,6,3,0,3,5,1,2,2,19,6,13,2831661,"Lyngby - Hobro, 2 - 1",2019-09-27 19:00:00.000,2019-09-27 17:00:00.000,Played,335,185722,4419987,11
335,2831655,7452,11,7,1,0,0,5,39,4,0.269,14,2.961,14,20,10,4,3,3,1,1,3,8,3,2,6,27,13,14,2831655,"København - Silkeborg, 4 - 2",2019-09-28 17:00:00.000,2019-09-28 15:00:00.000,Played,335,185722,4419987,11
335,2831655,7461,9,11,3,0,0,1,25,2,0.137,16.7,1.236,3,12,7,4,3,3,1,0,2,6,3,1,4,25,16,9,2831655,"København - Silkeborg, 4 - 2",2019-09-28 17:00:00.000,2019-09-28 15:00:00.000,Played,335,185722,4419987,11
335,2831660,7457,16,6,4,0,3,1,14,3,0.238,13.2,3.813,9,24,12,4,4,2,0,1,7,14,4,6,10,18,4,14,2831660,"AGF - Nordsjælland, 3 - 1",2019-09-29 12:00:00.000,2019-09-29 10:00:00.000,Played,335,185722,4419987,11
335,2831660,7458,13,13,4,0,2,1,36,1,0.087,18.4,1.125,15,23,5,5,2,7,2,0,6,6,3,0,3,23,12,11,2831660,"AGF - Nordsjælland, 3 - 1",2019-09-29 12:00:00.000,2019-09-29 10:00:00.000,Played,335,185722,4419987,11
335,2831658,7462,15,19,4,0,3,2,24,3,0.127,17.6,1.903,5,21,10,6,5,5,1,0,4,10,5,3,8,12,7,5,2831658,"AaB - Randers, 0 - 3",2019-09-29 14:00:00.000,2019-09-29 12:00:00.000,Played,335,185722,4419987,11
335,2831658,7454,12,12,8,0,3,1,45,0,0.149,18,1.787,12,14,16,3,3,5,1,0,6,7,2,4,4,16,5,11,2831658,"AaB - Randers, 0 - 3",2019-09-29 14:00:00.000,2019-09-29 12:00:00.000,Played,335,185722,4419987,11
335,2831657,7455,17,8,6,0,2,1,39,0,0.134,13.7,2.27,27,31,8,6,3,3,1,0,8,14,5,3,13,26,15,11,2831657,"Midtjylland - OB, 0 - 1",2019-09-29 16:00:00.000,2019-09-29 14:00:00.000,Played,335,185722,4419987,11
335,2831657,7460,5,9,4,0,3,2,25,1,0.113,17.8,0.5632,4,7,8,1,1,2,0,0,3,3,1,3,2,17,9,8,2831657,"Midtjylland - OB, 0 - 1",2019-09-29 16:00:00.000,2019-09-29 14:00:00.000,Played,335,185722,4419987,11
335,2831656,7453,14,9,7,0,1,6,25,1,0.087,19,1.224,19,26,10,3,4,8,1,0,7,6,2,3,4,25,8,17,2831656,"SønderjyskE - Brøndby, 2 - 1",2019-09-29 18:00:00.000,2019-09-29 16:00:00.000,Played,335,185722,4419987,11
335,2831656,7499,23,10,10,0,3,0,25,2,0.115,16.9,2.656,8,24,9,5,8,7,0,2,8,16,5,2,12,21,10,11,2831656,"SønderjyskE - Brøndby, 2 - 1",2019-09-29 18:00:00.000,2019-09-29 16:00:00.000,Played,335,185722,4419987,11
335,2831659,7451,11,11,4,0,2,0,21,1,0.098,23.1,1.077,10,12,10,5,4,7,2,0,2,4,3,4,2,39,18,21,2831659,"Horsens - Esbjerg, 1 - 1",2019-09-30 19:00:00.000,2019-09-30 17:00:00.000,Played,335,185722,4419987,11
335,2831659,7465,12,11,1,0,3,0,26,1,0.167,16,2.01,7,15,8,2,1,4,0,1,8,8,2,1,6,26,14,12,2831659,"Horsens - Esbjerg, 1 - 1",2019-09-30 19:00:00.000,2019-09-30 17:00:00.000,Played,335,185722,4419987,11
335,2831673,7458,21,10,5,0,2,4,53,1,0.057,21.8,1.188,27,19,7,7,4,13,4,1,9,8,3,2,3,10,7,3,2831673,"Nordsjælland - Lyngby, 1 - 1",2019-10-04 19:00:00.000,2019-10-04 17:00:00.000,Played,335,185722,4419987,12
335,2831673,7484,8,7,3,0,2,4,22,1,0.092,26.3,0.7399,9,6,9,4,1,8,4,0,3,0,0,1,0,16,6,10,2831673,"Nordsjælland - Lyngby, 1 - 1",2019-10-04 19:00:00.000,2019-10-04 17:00:00.000,Played,335,185722,4419987,12
335,2831674,7510,6,13,4,0,2,2,34,0,0.121,17.2,0.7241,9,14,11,2,1,2,1,0,3,4,1,5,4,17,8,9,2831674,"Hobro - AaB, 0 - 2",2019-10-05 16:00:00.000,2019-10-05 14:00:00.000,Played,335,185722,4419987,12
335,2831674,7454,10,12,3,0,2,4,34,2,0.098,20.2,0.9822,18,17,12,2,1,5,0,0,7,5,2,1,4,10,5,5,2831674,"Hobro - AaB, 0 - 2",2019-10-05 16:00:00.000,2019-10-05 14:00:00.000,Played,335,185722,4419987,12
335,2831675,7499,11,11,5,0,1,0,19,2,0.14,19.4,1.536,6,14,11,2,3,5,1,1,5,6,1,2,2,34,14,20,2831675,"Esbjerg - SønderjyskE, 1 - 2",2019-10-06 12:00:00.000,2019-10-06 10:00:00.000,Played,335,185722,4419987,12
335,2831675,7451,15,11,1,0,4,0,25,1,0.117,18.4,1.751,8,18,8,3,8,5,0,1,3,10,3,4,5,24,13,11,2831675,"Esbjerg - SønderjyskE, 1 - 2",2019-10-06 12:00:00.000,2019-10-06 10:00:00.000,Played,335,185722,4419987,12
335,2831670,7452,8,19,2,1,3,2,27,1,0.081,14.7,0.6458,17,18,16,3,2,3,2,0,3,5,1,4,4,23,10,13,2831670,"Brøndby - København, 3 - 1",2019-10-06 14:00:00.000,2019-10-06 12:00:00.000,Played,335,185722,4419987,12
335,2831670,7453,14,17,4,0,3,8,19,3,0.119,19.8,1.668,10,14,19,4,5,9,1,0,5,5,3,1,4,15,9,6,2831670,"Brøndby - København, 3 - 1",2019-10-06 14:00:00.000,2019-10-06 12:00:00.000,Played,335,185722,4419987,12
335,2831672,7460,14,6,1,1,0,2,22,3,0.193,15.5,2.705,13,20,9,6,4,4,0,0,4,10,6,0,8,22,9,13,2831672,"OB - Horsens, 3 - 0",2019-10-06 14:00:00.000,2019-10-06 12:00:00.000,Played,335,185722,4419987,12
335,2831672,7465,15,9,8,0,3,0,43,0,0.073,16.4,1.096,19,27,6,5,2,5,1,0,8,10,4,3,8,22,11,11,2831672,"OB - Horsens, 3 - 0",2019-10-06 14:00:00.000,2019-10-06 12:00:00.000,Played,335,185722,4419987,12
335,2831671,7462,9,14,2,0,5,1,25,2,0.124,16.5,1.117,8,9,14,2,4,3,0,0,3,6,2,5,3,25,12,13,2831671,"Randers - AGF, 2 - 0",2019-10-06 16:00:00.000,2019-10-06 14:00:00.000,Played,335,185722,4419987,12
335,2831671,7457,7,15,5,0,2,1,31,0,0.105,15.1,0.7333,8,15,13,3,2,2,1,0,2,5,2,3,3,36,13,23,2831671,"Randers - AGF, 2 - 0",2019-10-06 16:00:00.000,2019-10-06 14:00:00.000,Played,335,185722,4419987,12
335,2831676,7455,22,5,10,0,1,1,34,2,0.123,18.6,2.711,10,17,8,10,5,12,3,0,6,10,7,2,8,17,11,6,2831676,"Silkeborg - Midtjylland, 1 - 2",2019-10-06 18:00:00.000,2019-10-06 16:00:00.000,Played,335,185722,4419987,12
335,2831676,7461,9,8,1,0,2,1,28,1,0.089,16.7,0.8035,13,8,5,3,2,4,2,0,4,5,1,1,3,18,6,12,2831676,"Silkeborg - Midtjylland, 1 - 2",2019-10-06 18:00:00.000,2019-10-06 16:00:00.000,Played,335,185722,4419987,12
335,2831696,7454,13,14,2,0,3,1,36,1,0.135,17.8,1.756,10,13,14,2,7,5,0,0,4,8,2,4,6,32,14,18,2831696,"AaB - OB, 1 - 0",2019-10-18 19:00:00.000,2019-10-18 17:00:00.000,Played,335,185722,4419987,13
335,2831696,7460,16,14,6,0,2,1,33,0,0.062,21.3,0.9973,16,13,12,5,8,9,3,0,3,7,2,4,6,19,7,12,2831696,"AaB - OB, 1 - 0",2019-10-18 19:00:00.000,2019-10-18 17:00:00.000,Played,335,185722,4419987,13
335,2831697,7465,13,8,6,1,0,1,28,1,0.097,17.4,1.264,16,31,5,2,5,6,0,0,6,7,2,2,4,28,17,11,2831697,"Horsens - Hobro, 1 - 0",2019-10-20 12:00:00.000,2019-10-20 10:00:00.000,Played,335,185722,4419987,13
335,2831697,7510,6,6,5,0,0,0,13,0,0.146,12.7,0.8739,8,12,7,3,1,1,0,0,2,5,3,4,5,23,11,12,2831697,"Horsens - Hobro, 1 - 0",2019-10-20 12:00:00.000,2019-10-20 10:00:00.000,Played,335,185722,4419987,13
335,2831698,7461,13,2,2,0,0,0,30,4,0.126,18.4,1.641,15,17,7,8,3,5,4,0,2,8,4,2,3,23,8,15,2831698,"AGF - Silkeborg, 3 - 4",2019-10-20 14:00:00.000,2019-10-20 12:00:00.000,Played,335,185722,4419987,13
335,2831694,7499,20,7,8,0,1,3,21,1,0.112,16.9,2.235,11,25,8,3,5,8,2,0,12,12,1,3,11,21,11,10,2831694,"SønderjyskE - Nordsjælland, 1 - 4",2019-10-20 14:00:00.000,2019-10-20 12:00:00.000,Played,335,185722,4419987,13
335,2831694,7458,14,8,5,0,1,1,23,4,0.189,18.1,2.65,19,22,7,7,3,7,3,1,3,7,4,2,5,11,7,4,2831694,"SønderjyskE - Nordsjælland, 1 - 4",2019-10-20 14:00:00.000,2019-10-20 12:00:00.000,Played,335,185722,4419987,13
335,2831698,7457,18,8,11,0,0,2,22,3,0.21,14.8,3.772,9,27,1,7,5,7,3,0,6,11,4,0,10,20,12,8,2831698,"AGF - Silkeborg, 3 - 4",2019-10-20 14:00:00.000,2019-10-20 12:00:00.000,Played,335,185722,4419987,13
335,2831693,7451,12,5,7,0,1,3,25,1,0.094,18.3,1.133,10,10,8,1,5,6,1,1,5,6,0,3,5,21,12,9,2831693,"København - Esbjerg, 3 - 1",2019-10-20 16:00:00.000,2019-10-20 14:00:00.000,Played,335,185722,4419987,13
335,2831693,7452,8,8,4,0,1,4,23,3,0.191,15.4,1.532,21,15,5,4,1,1,0,0,3,7,4,1,2,23,8,15,2831693,"København - Esbjerg, 3 - 1",2019-10-20 16:00:00.000,2019-10-20 14:00:00.000,Played,335,185722,4419987,13
335,2831699,7484,11,13,1,0,1,3,21,0,0.046,22.8,0.5082,14,6,10,2,4,8,2,0,5,3,0,2,1,19,5,14,2831699,"Lyngby - Brøndby, 0 - 3",2019-10-20 18:00:00.000,2019-10-20 16:00:00.000,Played,335,185722,4419987,13
335,2831699,7453,11,10,2,0,1,2,22,3,0.191,18.5,2.101,17,13,13,6,3,5,3,1,1,6,3,3,4,24,12,12,2831699,"Lyngby - Brøndby, 0 - 3",2019-10-20 18:00:00.000,2019-10-20 16:00:00.000,Played,335,185722,4419987,13
335,2831695,7455,11,15,6,0,1,0,21,2,0.101,22.9,1.107,25,12,13,4,4,6,2,0,3,5,2,6,2,19,9,10,2831695,"Midtjylland - Randers, 2 - 1",2019-10-21 19:00:00.000,2019-10-21 17:00:00.000,Played,335,185722,4419987,13
335,2831695,7462,10,14,4,0,2,2,17,1,0.152,18.4,1.519,11,11,13,4,0,6,1,0,6,4,3,6,4,20,5,15,2831695,"Midtjylland - Randers, 2 - 1",2019-10-21 19:00:00.000,2019-10-21 17:00:00.000,Played,335,185722,4419987,13
335,2831713,7451,7,14,5,0,3,3,20,1,0.039,27.1,0.27,4,7,5,3,2,5,3,0,2,2,0,3,1,26,10,16,2831713,"Esbjerg - Midtjylland, 1 - 2",2019-10-25 19:00:00.000,2019-10-25 17:00:00.000,Played,335,185722,4419987,14
335,2831713,7455,13,5,6,0,3,0,32,2,0.049,22.1,0.6327,12,18,14,5,4,7,3,0,4,6,2,5,3,29,18,11,2831713,"Esbjerg - Midtjylland, 1 - 2",2019-10-25 19:00:00.000,2019-10-25 17:00:00.000,Played,335,185722,4419987,14
335,2831712,7510,11,8,4,0,2,2,36,1,0.245,13.4,2.695,29,21,8,3,5,4,0,1,2,7,3,5,6,21,10,11,2831712,"Hobro - Silkeborg, 1 - 1",2019-10-27 12:00:00.000,2019-10-27 11:00:00.000,Played,335,185722,4419987,14
335,2831712,7461,13,8,3,0,2,0,22,1,0.078,20,1.019,32,20,8,6,4,9,4,0,3,4,2,1,0,18,7,11,2831712,"Hobro - Silkeborg, 1 - 1",2019-10-27 12:00:00.000,2019-10-27 11:00:00.000,Played,335,185722,4419987,14
335,2831710,7460,12,6,4,0,1,1,19,3,0.206,16.4,2.474,11,14,10,9,1,4,2,0,2,8,7,2,7,14,8,6,2831710,"OB - Nordsjælland, 3 - 1",2019-10-27 14:00:00.000,2019-10-27 13:00:00.000,Played,335,185722,4419987,14
335,2831714,7484,22,9,6,0,3,0,28,2,0.087,19.4,1.903,30,28,10,7,7,13,4,0,8,9,3,2,7,20,5,15,2831714,"Lyngby - Horsens, 2 - 1",2019-10-27 14:00:00.000,2019-10-27 13:00:00.000,Played,335,185722,4419987,14
335,2831714,7465,8,11,5,1,2,1,23,1,0.15,20.1,1.201,13,10,9,3,1,4,1,0,4,4,2,2,3,19,12,7,2831714,"Lyngby - Horsens, 2 - 1",2019-10-27 14:00:00.000,2019-10-27 13:00:00.000,Played,335,185722,4419987,14
335,2831710,7458,11,11,6,1,2,2,37,1,0.081,20.4,0.8953,11,13,6,2,1,6,1,0,8,5,1,1,3,18,9,9,2831710,"OB - Nordsjælland, 3 - 1",2019-10-27 14:00:00.000,2019-10-27 13:00:00.000,Played,335,185722,4419987,14
335,2831709,7462,6,7,2,1,4,2,28,2,0.126,19.3,0.7556,8,6,7,4,0,3,1,0,1,3,3,1,3,17,8,9,2831709,"Brøndby - Randers, 5 - 2",2019-10-27 16:00:00.000,2019-10-27 15:00:00.000,Played,335,185722,4419987,14
335,2831709,7453,14,8,1,1,1,2,23,5,0.143,15.8,2.001,15,21,4,7,3,3,1,0,4,11,6,3,7,15,7,8,2831709,"Brøndby - Randers, 5 - 2",2019-10-27 16:00:00.000,2019-10-27 15:00:00.000,Played,335,185722,4419987,14
335,2831708,7499,18,13,7,0,3,0,19,1,0.073,19.7,1.314,11,23,12,3,8,8,1,0,7,10,2,4,8,33,10,23,2831708,"SønderjyskE - AaB, 1 - 3",2019-10-27 18:00:00.000,2019-10-27 17:00:00.000,Played,335,185722,4419987,14
335,2831708,7454,13,12,5,0,2,1,23,3,0.162,17.4,2.107,21,14,12,6,3,5,1,0,4,8,5,4,6,27,17,10,2831708,"SønderjyskE - AaB, 1 - 3",2019-10-27 18:00:00.000,2019-10-27 17:00:00.000,Played,335,185722,4419987,14
335,2831711,7452,9,12,0,0,1,3,25,2,0.113,17.1,1.014,9,11,19,4,0,3,2,1,4,6,2,3,3,21,7,14,2831711,"AGF - København, 1 - 2",2019-10-28 19:00:00.000,2019-10-28 18:00:00.000,Played,335,185722,4419987,14
335,2831711,7457,16,19,8,0,4,2,21,1,0.11,17.2,1.763,6,17,10,5,3,8,2,1,7,8,3,7,5,31,14,17,2831711,"AGF - København, 1 - 2",2019-10-28 19:00:00.000,2019-10-28 18:00:00.000,Played,335,185722,4419987,14
335,2831728,7451,9,14,3,0,0,0,20,1,0.128,17.5,1.15,19,12,10,3,2,4,1,0,4,5,2,4,3,17,8,9,2831728,"Esbjerg - Horsens, 1 - 1",2019-11-01 19:00:00.000,2019-11-01 18:00:00.000,Played,335,185722,4419987,15
335,2831728,7465,16,11,4,0,0,1,30,1,0.059,18.8,0.9467,12,16,12,2,7,6,1,0,7,10,1,6,3,31,14,17,2831728,"Esbjerg - Horsens, 1 - 1",2019-11-01 19:00:00.000,2019-11-01 18:00:00.000,Played,335,185722,4419987,15
335,2831725,7462,19,13,2,0,4,2,20,2,0.139,17.3,2.643,12,19,4,6,3,9,2,1,9,10,4,1,7,18,9,9,2831725,"Randers - Lyngby, 2 - 1",2019-11-03 12:00:00.000,2019-11-03 11:00:00.000,Played,335,185722,4419987,15
335,2831725,7484,15,4,4,0,3,0,31,1,0.064,23.7,0.9529,27,16,11,6,3,10,4,1,5,5,2,4,3,18,10,8,2831725,"Randers - Lyngby, 2 - 1",2019-11-03 12:00:00.000,2019-11-03 11:00:00.000,Played,335,185722,4419987,15
335,2831726,7460,4,14,3,0,1,4,18,2,0.083,19.1,0.3309,21,9,12,2,1,3,1,0,1,1,1,1,1,18,10,8,2831726,"OB - Hobro, 2 - 1",2019-11-03 14:00:00.000,2019-11-03 13:00:00.000,Played,335,185722,4419987,15
335,2831727,7457,14,7,3,0,1,2,27,1,0.214,13.6,2.997,10,17,12,5,4,2,1,0,5,12,4,2,9,28,14,14,2831727,"Nordsjælland - AGF, 0 - 1",2019-11-03 14:00:00.000,2019-11-03 13:00:00.000,Played,335,185722,4419987,15
335,2831727,7458,10,12,5,0,1,2,39,0,0.057,21.7,0.5732,30,11,7,2,2,6,1,0,6,4,1,1,1,15,7,8,2831727,"Nordsjælland - AGF, 0 - 1",2019-11-03 14:00:00.000,2019-11-03 13:00:00.000,Played,335,185722,4419987,15
335,2831726,7510,9,12,3,0,2,0,17,1,0.063,20.7,0.5648,8,13,14,3,1,5,2,0,5,4,1,6,3,21,9,12,2831726,"OB - Hobro, 2 - 1",2019-11-03 14:00:00.000,2019-11-03 13:00:00.000,Played,335,185722,4419987,15
335,2831724,7454,7,12,3,0,0,5,24,0,0.027,25.3,0.1891,12,18,17,2,2,5,2,1,2,2,0,2,0,30,13,17,2831724,"AaB - Midtjylland, 0 - 1",2019-11-03 16:00:00.000,2019-11-03 15:00:00.000,Played,335,185722,4419987,15
335,2831724,7455,17,19,7,0,0,0,17,1,0.098,20.7,1.674,7,14,11,7,4,7,2,1,5,10,5,4,6,18,6,12,2831724,"AaB - Midtjylland, 0 - 1",2019-11-03 16:00:00.000,2019-11-03 15:00:00.000,Played,335,185722,4419987,15
335,2831723,7499,8,17,6,0,5,3,21,0,0.055,19,0.441,8,25,10,1,3,4,1,0,4,4,0,3,2,18,6,12,2831723,"København - SønderjyskE, 3 - 0",2019-11-03 18:00:00.000,2019-11-03 17:00:00.000,Played,335,185722,4419987,15
335,2831723,7452,7,11,4,0,1,2,19,3,0.323,13.6,2.258,20,17,16,3,2,1,0,0,2,6,3,3,5,21,14,7,2831723,"København - SønderjyskE, 3 - 0",2019-11-03 18:00:00.000,2019-11-03 17:00:00.000,Played,335,185722,4419987,15
335,2831729,7461,12,8,6,0,3,1,36,0,0.046,25,0.5577,18,13,8,2,2,9,1,1,6,3,1,1,2,17,9,8,2831729,"Silkeborg - Brøndby, 0 - 1",2019-11-04 19:00:00.000,2019-11-04 18:00:00.000,Played,335,185722,4419987,15
335,2831729,7453,15,8,15,0,0,1,18,1,0.128,18,1.919,13,18,6,7,4,8,2,0,4,7,5,2,4,14,4,10,2831729,"Silkeborg - Brøndby, 0 - 1",2019-11-04 19:00:00.000,2019-11-04 18:00:00.000,Played,335,185722,4419987,15
335,2831740,7454,17,3,7,0,0,1,29,3,0.192,17.9,3.269,19,29,13,7,7,9,2,0,4,8,5,4,5,27,13,14,2831740,"Randers - AaB, 3 - 3",2019-11-08 19:00:00.000,2019-11-08 18:00:00.000,Played,335,185722,4419987,16
335,2831740,7462,16,13,4,0,1,2,17,3,0.138,17.9,2.214,14,14,3,7,2,7,4,0,7,9,3,0,7,18,8,10,2831740,"Randers - AaB, 3 - 3",2019-11-08 19:00:00.000,2019-11-08 18:00:00.000,Played,335,185722,4419987,16
335,2831741,7465,13,10,5,0,1,2,29,2,0.118,19.2,1.533,13,21,10,6,3,7,2,1,3,6,4,5,3,19,11,8,2831741,"Horsens - Silkeborg, 2 - 1",2019-11-09 16:00:00.000,2019-11-09 15:00:00.000,Played,335,185722,4419987,16
335,2831741,7461,14,10,5,0,2,3,19,1,0.1,20.3,1.396,14,13,10,8,3,9,4,1,2,5,4,2,4,17,7,10,2831741,"Horsens - Silkeborg, 2 - 1",2019-11-09 16:00:00.000,2019-11-09 15:00:00.000,Played,335,185722,4419987,16
335,2831743,7510,9,8,4,0,3,0,18,2,0.148,19.4,1.336,15,10,6,2,3,3,1,1,3,6,1,1,2,25,18,7,2831743,"Hobro - Nordsjælland, 2 - 2",2019-11-10 12:00:00.000,2019-11-10 11:00:00.000,Played,335,185722,4419987,16
335,2831743,7458,11,7,8,0,3,3,19,2,0.163,19.1,1.795,17,17,6,4,1,5,1,0,6,6,3,0,4,29,14,15,2831743,"Hobro - Nordsjælland, 2 - 2",2019-11-10 12:00:00.000,2019-11-10 11:00:00.000,Played,335,185722,4419987,16
335,2831744,7484,10,12,4,0,2,2,19,4,0.076,20.5,0.7635,5,13,11,4,3,5,2,0,3,5,2,4,2,21,9,12,2831744,"Lyngby - OB, 4 - 3",2019-11-10 14:00:00.000,2019-11-10 13:00:00.000,Played,335,185722,4419987,16
335,2831744,7460,15,11,7,0,1,1,18,3,0.082,20.2,1.226,15,22,11,5,6,8,0,0,4,7,5,4,4,28,14,14,2831744,"Lyngby - OB, 4 - 3",2019-11-10 14:00:00.000,2019-11-10 13:00:00.000,Played,335,185722,4419987,16
335,2831742,7499,11,11,7,0,3,0,34,2,0.105,15.9,1.151,13,15,11,5,4,4,1,0,2,7,4,6,5,28,10,18,2831742,"AGF - SønderjyskE, 4 - 2",2019-11-10 14:00:00.000,2019-11-10 13:00:00.000,Played,335,185722,4419987,16
335,2831742,7457,17,11,7,0,0,2,25,4,0.124,17.4,2.105,6,23,10,10,5,5,3,1,1,12,7,5,7,33,21,12,2831742,"AGF - SønderjyskE, 4 - 2",2019-11-10 14:00:00.000,2019-11-10 13:00:00.000,Played,335,185722,4419987,16
335,2831739,7451,10,9,8,0,1,2,30,1,0.096,15.7,0.9557,8,16,7,4,3,4,0,0,3,6,4,2,6,19,11,8,2831739,"Brøndby - Esbjerg, 2 - 1",2019-11-10 16:00:00.000,2019-11-10 15:00:00.000,Played,335,185722,4419987,16
335,2831739,7453,11,7,3,0,2,1,19,2,0.091,18.5,1.003,16,18,9,4,4,5,0,0,3,6,4,1,4,25,9,16,2831739,"Brøndby - Esbjerg, 2 - 1",2019-11-10 16:00:00.000,2019-11-10 15:00:00.000,Played,335,185722,4419987,16
335,2831737,7455,21,19,6,0,2,1,23,4,0.145,14.6,3.035,17,29,15,7,7,6,0,2,5,15,7,3,11,16,9,7,2831737,"Midtjylland - København, 4 - 1",2019-11-10 18:00:00.000,2019-11-10 17:00:00.000,Played,335,185722,4419987,16
335,2831737,7452,7,15,2,0,1,3,20,1,0.164,17.2,1.147,4,6,18,4,1,3,1,0,2,4,3,1,2,23,9,14,2831737,"Midtjylland - København, 4 - 1",2019-11-10 18:00:00.000,2019-11-10 17:00:00.000,Played,335,185722,4419987,16
335,2831757,7458,14,6,4,0,1,2,34,3,0.134,19,1.876,27,25,9,6,3,5,2,1,4,9,4,0,7,18,10,8,2831757,"Nordsjælland - Randers, 3 - 0",2019-11-22 19:00:00.000,2019-11-22 18:00:00.000,Played,335,185722,4419987,17
335,2831757,7462,9,10,4,0,1,0,13,0,0.108,16.5,0.9722,4,10,6,2,1,3,1,1,5,6,1,3,5,19,11,8,2831757,"Nordsjælland - Randers, 3 - 0",2019-11-22 19:00:00.000,2019-11-22 18:00:00.000,Played,335,185722,4419987,17
335,2831754,7499,10,14,6,0,3,4,24,2,0.124,16.3,1.245,16,13,3,3,5,3,0,0,2,7,3,2,4,25,16,9,2831754,"SønderjyskE - Lyngby, 2 - 2",2019-11-24 12:00:00.000,2019-11-24 11:00:00.000,Played,335,185722,4419987,17
335,2831754,7484,12,3,4,0,1,1,19,2,0.123,19.6,1.479,15,14,14,5,4,4,1,0,3,8,4,3,4,24,12,12,2831754,"SønderjyskE - Lyngby, 2 - 2",2019-11-24 12:00:00.000,2019-11-24 11:00:00.000,Played,335,185722,4419987,17
335,2831755,7465,7,10,4,1,3,0,13,0,0.069,21.3,0.4824,8,7,8,3,2,4,3,0,2,3,0,4,2,19,9,10,2831755,"AaB - Horsens, 4 - 0",2019-11-24 14:00:00.000,2019-11-24 13:00:00.000,Played,335,185722,4419987,17
335,2831759,7461,14,12,5,0,1,2,28,1,0.11,19,1.542,20,19,7,5,2,7,3,1,6,7,2,1,5,20,15,5,2831759,"Silkeborg - Esbjerg, 1 - 2",2019-11-24 14:00:00.000,2019-11-24 13:00:00.000,Played,335,185722,4419987,17
335,2831755,7454,26,9,9,0,1,3,17,4,0.158,17.9,4.118,20,29,10,11,8,12,3,3,4,14,8,4,9,18,10,8,2831755,"AaB - Horsens, 4 - 0",2019-11-24 14:00:00.000,2019-11-24 13:00:00.000,Played,335,185722,4419987,17
335,2831759,7451,14,7,5,0,2,4,21,2,0.147,17.7,2.059,14,14,11,4,5,8,1,0,5,6,3,5,5,12,9,3,2831759,"Silkeborg - Esbjerg, 1 - 2",2019-11-24 14:00:00.000,2019-11-24 13:00:00.000,Played,335,185722,4419987,17
335,2831753,7510,9,14,6,0,1,1,24,1,0.233,18.1,2.096,10,10,3,7,1,3,2,0,1,6,5,1,4,20,9,11,2831753,"København - Hobro, 2 - 1",2019-11-24 16:00:00.000,2019-11-24 15:00:00.000,Played,335,185722,4419987,17
335,2831753,7452,12,3,6,0,1,1,32,2,0.104,18.1,1.244,28,24,12,4,2,6,0,0,6,6,4,5,3,22,7,15,2831753,"København - Hobro, 2 - 1",2019-11-24 16:00:00.000,2019-11-24 15:00:00.000,Played,335,185722,4419987,17
